time,id,depth,mag,nst,error
2020-07-20T08:45:16.200Z,hv72052112,8.949999809,2.32,18,1.17
2020-07-20T08:41:34.434Z,nn00761581,10.7,1.8,24,
2020-07-20T08:40:24.500Z,ci38598890,1.71,0.77,11,0.47
2020-07-20T08:39:09.640Z,hv72052097,1.5,2.3900001,18,0.26
2020-07-20T08:28:13.420Z,ci38598874,13.74,0.87,32,0.27
2020-07-20T08:25:24.990Z,nn00761578,0.9,0.9,13,
2020-07-20T08:25:06.210Z,nc73428551,1.7,0.93,12,0.41
2020-07-20T08:24:42.520Z,nn00761576,9.9,0.9,10,
2020-07-20T08:21:57.954Z,nn00761572,6.4,2.4,31,
2020-07-20T08:17:57.110Z,nc73428541,0.04,0.35,9,0.25
2020-07-20T08:03:51.397Z,us7000argx,177.89,4.1,,6
2020-07-20T07:54:30.730Z,nm60321711,5.91,2.12,32,0.13
2020-07-20T07:50:00.900Z,ci38598866,3.29,1.73,34,0.45
2020-07-20T07:40:11.860Z,ci38598858,9.05,0.99,37,0.21
2020-07-20T07:37:19.410Z,ci38598850,10.03,0.99,12,0.52
2020-07-20T07:35:21.940Z,nc73428536,1.87,0.01,19,0.22
2020-07-20T07:34:59.600Z,nn00761570,0,1,13,
2020-07-20T07:29:42.029Z,ak0209a6wfzu,16.5,1.5,,
2020-07-20T07:27:42.720Z,ci38598834,11.04,0.19,14,0.52
2020-07-20T07:26:40.920Z,ok2020oduv,6.13,0.56,39,
2020-07-20T07:23:54.590Z,nn00761568,3.7,1,14,
2020-07-20T07:23:49.150Z,nc73428531,2.1,0.57,9,0.45
2020-07-20T07:08:49.907Z,ak0209a6ryje,68.8,3.8,,
2020-07-20T07:06:25.040Z,hv72051932,1.070000052,2.03999996,20,0.16
2020-07-20T07:06:19.650Z,ci38598826,1.03,0.57,9,0.4
2020-07-20T07:06:06.405Z,ak0209a6rfs0,0,1.3,,
2020-07-20T06:58:03.790Z,nn00761566,0,1,10,
2020-07-20T06:57:31.810Z,ak0209a6gzne,0,1.2,,
2020-07-20T06:51:17.240Z,nn00761563,2.8,1.2,17,
2020-07-20T06:45:52.400Z,nn00761559,0.2,1.5,20,
2020-07-20T06:40:18.650Z,nn00761558,8.3,0.7,9,
2020-07-20T06:36:58.700Z,av62201081,8.18,0.52,6,0.33
2020-07-20T06:35:56.600Z,nc73428526,1.46,0.85,9,1.12
2020-07-20T06:35:52.460Z,hv72051872,32.72999954,2.35,51,0.49
2020-07-20T06:33:37.240Z,mb80451269,11.69,2.53,12,0.63
2020-07-20T06:31:54.530Z,av62201076,7.6,1.33,8,0.31
2020-07-20T06:28:21.460Z,nc73428516,4.32,-0.12,11,0.35
2020-07-20T06:23:35.930Z,nm60110223,8.91,1.99,28,0.76
2020-07-20T06:21:16.260Z,ok2020odsr,5.59,1.15,43,
2020-07-20T06:20:10.050Z,nn00761554,10.5,1,17,
2020-07-20T06:08:53.760Z,nn00761552,8,0.6,10,
2020-07-20T06:07:10.949Z,ok2020odsf,7.3,1.02,50,
2020-07-20T06:00:40.270Z,us7000arg9,21.58,4.8,,8.2
2020-07-20T05:59:57.770Z,nn00761551,11.4,0.6,9,
2020-07-20T05:57:23.190Z,hv72051802,5.099999905,1.84,31,0.46
2020-07-20T05:46:28.983Z,us7000arxc,10,4.2,,6.6
2020-07-20T05:41:44.700Z,ci38598818,12.25,0.68,15,0.97
2020-07-20T05:41:37.260Z,nn00761548,3.8,0.8,12,
2020-07-20T05:38:33.230Z,nn00761545,6.6,1.4,15,
2020-07-20T05:33:39.190Z,ci38598810,9.67,0.82,12,0.37
2020-07-20T05:32:48.740Z,pr2020202002,11,3.04,23,0.61
2020-07-20T05:30:45.400Z,nn00761543,14,1.2,16,
2020-07-20T05:25:06.592Z,us7000arg5,23.11,4.9,,7.4
2020-07-20T05:15:48.680Z,av62201041,4.93,0.2,6,0.74
2020-07-20T05:11:15.310Z,av62201036,5.41,-0.03,6,0.83
2020-07-20T05:10:01.810Z,nc73428511,25.58,2.94,22,2.78
2020-07-20T05:08:06.800Z,hv72051757,32.83000183,2,33,0.66
2020-07-20T05:07:35.020Z,ci38598794,10.56,1.03,13,0.73
2020-07-20T05:05:35.570Z,ci38598786,6.88,0.57,18,0.36
2020-07-20T05:01:43.155Z,us7000arfw,10,4,,14.4
2020-07-20T04:58:11.940Z,nn00761539,9.8,0.8,13,
2020-07-20T04:58:01.970Z,ci38598770,9.44,1.1,43,0.28
2020-07-20T04:55:44.960Z,ci38598762,5.31,1.78,69,0.2
2020-07-20T04:55:30.182Z,ak0209a59ovw,76.7,1.6,,
2020-07-20T04:52:21.730Z,ak0209a59131,17.7,1.2,,
2020-07-20T04:52:20.270Z,uu60402672,-3.4,1.52,13,1.69
2020-07-20T04:47:24.870Z,pr2020202003,3,1.14,3,1.13
2020-07-20T04:29:14.424Z,ak0209a5431y,107.6,1.6,,
2020-07-20T04:26:28.270Z,hv72051687,30.35000038,1.97000003,26,1.15
2020-07-20T04:26:14.788Z,us7000arfq,10,4.7,,11.6
2020-07-20T04:24:10.270Z,nn00761535,7.3,1.6,20,
2020-07-20T04:16:24.832Z,us7000arfn,256.19,4.3,,12.2
2020-07-20T04:14:38.610Z,nc73428501,1.24,1.11,14,0.54
2020-07-20T04:08:43.880Z,nn00761533,0,0.9,9,
2020-07-20T04:07:15.618Z,nn00761529,7.6,2.2,26,
2020-07-20T04:06:37.560Z,nc73428491,5.52,1.08,12,0.35
2020-07-20T04:02:00.930Z,nn00761527,4.2,1.5,14,
2020-07-20T03:52:37.340Z,nc73428486,1.28,1.61,4,0.41
2020-07-20T03:49:44.420Z,nn00761523,7.5,1.4,11,
2020-07-20T03:48:47.109Z,ak0209a4mskm,6.5,1.1,,
2020-07-20T03:48:41.170Z,nn00761522,9,1,10,
2020-07-20T03:45:51.810Z,hv72051612,-1.690000057,1.7,14,0.48
2020-07-20T03:43:40.474Z,nn00761519,8,2,26,
2020-07-20T03:43:06.860Z,ak0209a4lmxd,20.1,2.4,,
2020-07-20T03:40:33.750Z,ci38598746,9.7,0.85,9,0.76
2020-07-20T03:37:13.020Z,nc73428476,2.64,1.43,22,0.44
2020-07-20T03:34:51.126Z,nn00761515,10.3,0.7,17,
2020-07-20T03:33:27.790Z,nc73428471,0.68,1.06,20,0.23
2020-07-20T03:30:51.450Z,ok2020odnb,6.96,1.06,32,
2020-07-20T03:28:02.340Z,uu60402667,10.73,0.29,12,0.45
2020-07-20T03:26:26.180Z,ci38598738,10.33,1.15,13,0.47
2020-07-20T03:25:39.650Z,av62200966,9.84,1.18,18,0.49
2020-07-20T03:17:43.670Z,ci38598730,3.07,0.79,12,0.35
2020-07-20T03:16:29.730Z,nn00761512,11.2,0.6,11,
2020-07-20T03:08:02.354Z,us7000arf1,10,5.2,,9.9
2020-07-20T03:07:40.230Z,nn00761510,3.9,1.1,16,
2020-07-20T03:05:30.900Z,nc73428461,0.84,1.69,28,0.4
2020-07-20T03:02:11.090Z,nm60110233,4.87,1.66,11,0.33
2020-07-20T03:00:55.603Z,us7000arew,29.91,4.1,,8.4
2020-07-20T03:00:31.400Z,ci38598722,2.44,0.85,28,0.26
2020-07-20T02:56:39.810Z,nc73428456,8.11,1.31,27,0.25
2020-07-20T02:56:13.750Z,uw61660706,7.22,-0.19,5,2.36
2020-07-20T02:54:15.940Z,ci38598714,7.57,0.48,16,0.34
2020-07-20T02:52:33.210Z,uw61660701,9.95,0.56,14,0.42
2020-07-20T02:45:42.110Z,nn00761504,4.8,1.3,13,
2020-07-20T02:43:32.310Z,pr2020202001,5,3.19,23,0.38
2020-07-20T02:42:25.860Z,ci38598706,8.2,0.96,9,0.59
2020-07-20T02:41:32.580Z,uu60402662,-1.53,1.53,8,0.55
2020-07-20T02:38:39.470Z,nc73428446,7.34,1.54,21,0.23
2020-07-20T02:36:19.950Z,ci38598698,10.91,0.25,14,0.59
2020-07-20T02:34:58.646Z,ak0209a3ydtl,21.5,1.7,,
2020-07-20T02:34:28.580Z,ci38598690,5.95,0.95,43,0.2
2020-07-20T02:33:54.510Z,nn00761501,10.2,1.1,8,
2020-07-20T02:31:25.530Z,ci38598682,26.79,0.82,19,0.54
2020-07-20T02:28:33.230Z,uu60402657,-1.52,1.58,8,0.86
2020-07-20T02:22:54.490Z,pr2020202000,12,3.09,23,0.47
2020-07-20T02:15:59.070Z,nc73428436,2.16,0.61,8,0.36
2020-07-20T02:08:10.950Z,ci38598674,8.26,1.29,20,0.29
2020-07-20T02:06:10.240Z,nc73428426,6.44,1.4,22,0.27
2020-07-20T02:04:45.230Z,uu60402652,-1.01,1.5,7,1.03
2020-07-20T02:04:01.088Z,nn00761499,4.8,1.8,24,
2020-07-20T02:03:36.640Z,ci38598666,6.38,1.27,19,0.23
2020-07-20T02:02:55.580Z,nc73428416,1.38,0.56,11,0.27
2020-07-20T02:02:43.460Z,nc73428421,14.51,1.42,7,0.43
2020-07-20T02:00:51.680Z,ci38598658,6.28,1.6,21,0.21
2020-07-20T01:59:41.969Z,us7000arej,10,4.9,,8.7
2020-07-20T01:58:17.490Z,nc73428406,9.62,1.14,22,0.25
2020-07-20T01:50:12.208Z,us7000aref,36.86,5.1,,9
2020-07-20T01:43:56.150Z,mb80451254,11.76,1.86,27,0.54
2020-07-20T01:42:47.704Z,ak0209a3en2j,19.9,1.5,,
2020-07-20T01:31:10.470Z,ci38598650,11.56,1.4,43,0.25
2020-07-20T01:24:29.130Z,nn00761494,4.6,0.5,9,
2020-07-20T01:19:22.830Z,nn00761493,12.8,0.8,10,
2020-07-20T01:13:18.000Z,nc73428401,2.18,0.22,8,0.71
2020-07-20T01:13:00.340Z,ok2020odin,6.58,1.46,65,
2020-07-20T01:08:57.960Z,nc73428396,3.98,0.96,20,0.37
2020-07-20T01:04:21.580Z,us7000are1,10,3,,3.1
2020-07-20T01:00:51.570Z,uu60402637,8.43,0.94,21,0.27
2020-07-20T00:56:22.360Z,nc73428391,1.92,0.26,9,0.83
2020-07-20T00:48:43.940Z,us7000ascn,7.84,2.8,,1.2
2020-07-20T00:48:13.656Z,ak0209a2uf6f,19.8,1.6,,
2020-07-20T00:41:18.020Z,nc73428381,-0.03,0.44,8,0.26
2020-07-20T00:35:18.740Z,uu60402627,0.6,0.33,7,0.67
2020-07-20T00:33:13.670Z,ci38598602,10.1,0.75,7,1.31
2020-07-20T00:26:47.412Z,us7000are2,1.36,2.7,,1.6
2020-07-20T00:21:22.625Z,ak0209a2onjc,0,1.3,,
2020-07-20T00:13:41.840Z,nn00761489,3.4,1.4,15,
2020-07-20T00:09:56.640Z,ci38598594,3.71,0.92,11,0.22
2020-07-20T00:05:39.320Z,nn00761485,0.8,1.6,13,
2020-07-19T23:57:37.146Z,us7000ardc,617.58,4.3,,13.4
2020-07-19T23:50:47.850Z,mb80451234,5.03,2.06,10,0.52
2020-07-19T23:48:43.537Z,us7000arda,10,4.5,,8.8
2020-07-19T23:46:23.080Z,av62200871,7.31,0.08,5,0.35
2020-07-19T23:41:41.450Z,ci38598586,0.32,1.37,16,0.82
2020-07-19T23:37:00.770Z,ci38598578,2.48,0.21,7,0.76
2020-07-19T23:36:38.891Z,us7000ard3,10,4.9,,8.9
2020-07-19T23:36:14.551Z,us7000ard2,10,4.5,,5
2020-07-19T23:34:16.410Z,ci38598570,0.22,0.93,12,0.4
2020-07-19T23:33:50.354Z,us7000ard0,10,3,,2.1
2020-07-19T23:31:30.390Z,nc73428376,-0.02,1.06,14,0.35
2020-07-19T23:12:31.100Z,nc73428371,4.14,0.81,17,0.39
2020-07-19T23:10:08.960Z,hv72051287,31.39999962,2.3,49,0.49
2020-07-19T23:07:22.210Z,nc73428361,1.95,0.62,12,0.32
2020-07-19T23:06:59.390Z,nc73428356,2.31,1.08,23,0.21
2020-07-19T23:06:47.330Z,nc73428366,2.99,0.47,16,0.35
2020-07-19T23:02:30.440Z,ok2020odef,6.52,1.8,48,
2020-07-19T22:44:12.740Z,uu60402617,-0.11,0.66,8,1.07
2020-07-19T22:43:19.670Z,ok2020oddp,6.65,1.16,40,
2020-07-19T22:37:21.430Z,pr2020201005,12,2.04,11,0.49
2020-07-19T22:33:05.081Z,ak02098sbdmz,96.4,1.2,,
2020-07-19T22:23:25.264Z,ak02098s99zi,0.1,1.6,,
2020-07-19T22:21:28.937Z,us7000arct,234.72,4.1,,6.9
2020-07-19T22:19:08.810Z,hv72051227,31.60000038,2.37,42,0.59
2020-07-19T22:09:38.450Z,nc73428346,5.67,1.1,18,0.36
2020-07-19T22:02:20.050Z,nn00761476,4.6,1.7,18,
2020-07-19T21:54:05.130Z,nc73428341,2.3,0.32,11,0.38
2020-07-19T21:49:45.210Z,ak02098rtgio,0,0.6,,
2020-07-19T21:46:41.870Z,ci38598530,2.69,0.81,10,0.54
2020-07-19T21:39:16.502Z,ak02098rr950,53.9,1.9,,
2020-07-19T21:34:40.286Z,ak02098rq8f0,0,0,,
2020-07-19T21:26:45.790Z,ci38598522,7.51,0.64,11,0.18
2020-07-19T21:15:21.260Z,ci38598506,2.97,1.36,16,0.63
2020-07-19T21:08:52.100Z,nn00761471,7,1.5,14,
2020-07-19T21:07:20.190Z,nn00761468,4.7,0.9,16,
2020-07-19T20:59:11.440Z,uu60402587,2.39,1.53,12,1.2
2020-07-19T20:57:33.620Z,nn00761466,5.8,1.5,12,
2020-07-19T20:55:42.380Z,nn00761464,9.3,1.4,14,
2020-07-19T20:55:05.420Z,nc73428336,1.97,0.57,8,0.68
2020-07-19T20:45:56.099Z,ak02098r76wp,35.1,1.7,,
2020-07-19T20:42:12.730Z,nc73428331,3,0.56,7,0.77
2020-07-19T20:40:46.680Z,nc73428326,5.24,1.43,13,0.27
2020-07-19T20:38:19.410Z,nc73428321,1.23,0.57,7,0.41
2020-07-19T20:37:29.720Z,ci38598498,4.25,0.48,13,0.36
2020-07-19T20:32:18.670Z,ci38598490,13.39,0.98,30,0.35
2020-07-19T20:28:03.510Z,nc73428311,5.04,0.43,7,0.61
2020-07-19T20:25:41.080Z,nn00761461,5.3,1,10,
2020-07-19T20:17:29.087Z,ak02098r14rr,0,1.3,,
2020-07-19T20:10:00.440Z,uu60402572,2.72,1.85,12,1.1
2020-07-19T20:00:43.340Z,nc73428291,2.65,0.73,16,0.27
2020-07-19T19:52:00.631Z,ak02098qn51b,15.7,1.1,,
2020-07-19T19:51:47.380Z,ci38598474,6.15,0.57,27,0.27
2020-07-19T19:38:49.740Z,ci38598466,9.51,1.22,43,0.26
2020-07-19T19:33:55.400Z,ci38598458,13.21,0.81,10,0.54
2020-07-19T19:29:34.670Z,nc73428276,6.22,1.22,19,0.39
2020-07-19T19:29:10.800Z,uw61660586,9.61,0.73,8,0.77
2020-07-19T19:26:04.315Z,us7000arb0,163.37,4.6,,8.2
2020-07-19T19:18:58.380Z,hv72051127,31.79999924,2.15,44,0.67
2020-07-19T19:15:26.330Z,nn00761459,7.1,1.7,21,
2020-07-19T19:14:52.545Z,us7000arau,393.41,4.1,,11.7
2020-07-19T19:08:28.150Z,nc73428271,7.34,0.99,14,0.54
2020-07-19T19:06:38.740Z,nn00761454,11.6,1.2,16,
2020-07-19T19:05:36.720Z,nn00761452,5.9,1.1,12,
2020-07-19T19:04:27.760Z,nn00761449,1.7,1,14,
2020-07-19T19:04:14.950Z,hv72051107,32.29000092,1.83000004,26,0.79
2020-07-19T19:04:12.130Z,ci38598418,14.81,1.7,61,0.21
2020-07-19T19:03:20.920Z,nc73428261,3.18,1.72,23,0.32
2020-07-19T18:55:18.700Z,nc73428256,2.34,0.91,22,0.2
2020-07-19T18:52:44.040Z,nc73428251,2.29,0.32,10,0.42
2020-07-19T18:50:46.520Z,av62200731,2.13,-0.26,6,0.46
2020-07-19T18:42:44.380Z,nc73428246,6.5,1.84,44,0.26
2020-07-19T18:35:32.930Z,ci38598378,13.6,0.75,35,0.22
2020-07-19T18:32:29.270Z,nc73428241,1.73,1.06,28,0.18
2020-07-19T18:28:00.280Z,av62200726,3.06,-0.13,7,0.42
2020-07-19T18:25:57.180Z,nc73428236,3.1,0.56,8,0.45
2020-07-19T18:22:29.202Z,ak02098pvc55,0,1.9,,
2020-07-19T18:17:55.480Z,nn00761442,9.8,1.6,11,
2020-07-19T18:17:54.570Z,av62200721,2.07,0.52,7,0.4
2020-07-19T18:02:45.237Z,us7000arac,21.13,4.7,,8.1
2020-07-19T18:01:56.630Z,nn00761436,13.4,1,16,
2020-07-19T17:56:16.850Z,nc73428231,1.06,0.55,9,0.33
2020-07-19T17:55:12.090Z,nn00761433,11.3,1.2,14,
2020-07-19T17:54:56.810Z,nc73428226,2.99,-0.01,21,0.24
2020-07-19T17:40:24.570Z,ci38598306,13.68,0.78,15,0.78
2020-07-19T17:36:19.520Z,nn00761430,12.3,1.2,12,
2020-07-19T17:35:35.840Z,ci38598282,9.11,1.32,10,0.85
2020-07-19T17:31:08.620Z,uu60402562,-1.15,0.9,16,0.52
2020-07-19T17:26:43.700Z,nn00761427,14.5,1.4,16,
2020-07-19T17:17:33.530Z,nn00761425,0,1.4,10,
2020-07-19T17:04:40.450Z,mb80451199,3.72,1.98,13,0.41
2020-07-19T17:03:57.470Z,nn00761424,1.6,1.1,10,
2020-07-19T16:59:38.450Z,av62200696,2.96,-0.29,6,0.64
2020-07-19T16:59:00.670Z,ci38598266,4.9,0.56,12,0.19
2020-07-19T16:57:45.354Z,nn00761421,10.8,2.6,26,
2020-07-19T16:56:01.080Z,ok2020ocsd,7,0.62,18,
2020-07-19T16:52:51.279Z,us7000ar9p,70.79,4.8,,5.4
2020-07-19T16:47:06.620Z,ci38598258,7.38,0.82,37,0.24
2020-07-19T16:42:36.996Z,ak02098osruq,1.2,0.7,,
2020-07-19T16:34:59.610Z,ci38598226,3.82,0.94,13,0.42
2020-07-19T16:29:13.006Z,ak02098opxpg,1.4,1.1,,
2020-07-19T16:19:32.220Z,av62200681,7.19,0.07,5,0.36
2020-07-19T16:18:58.590Z,ci38598218,9.44,0.57,19,0.24
2020-07-19T16:15:36.180Z,ak02098omzgy,17.9,0.9,,
2020-07-19T16:06:17.100Z,nc73428216,0.69,0.24,8,0.32
2020-07-19T16:04:54.220Z,nn00761416,1.2,1.4,13,
2020-07-19T16:04:35.720Z,av62200671,5.45,0.38,5,0.44
2020-07-19T16:02:23.865Z,ak02098ok67m,13.1,0.4,,
2020-07-19T16:01:47.670Z,ci38598210,1.41,1.05,13,0.43
2020-07-19T15:57:24.970Z,nn00761414,4.4,1,14,
2020-07-19T15:55:44.800Z,nn00761412,6,1.6,13,
2020-07-19T15:49:53.110Z,nn00761410,5.9,0.8,13,
2020-07-19T15:49:35.359Z,ak02098o8u5d,72.9,1.9,,
2020-07-19T15:27:44.070Z,uw61660556,5.57,0.49,6,0.8
2020-07-19T15:25:18.300Z,uw61660551,11.68,0.95,8,0.42
2020-07-19T15:20:40.875Z,ak02098o2mt4,5,1.9,,
2020-07-19T15:19:10.490Z,ci38598194,4.74,0.32,12,0.29
2020-07-19T15:18:30.266Z,ak02098o26k1,10,1,,
2020-07-19T15:14:46.840Z,av62200636,9.47,2,22,0.68
2020-07-19T15:01:23.926Z,ak02098nyiw8,13.2,0.8,,
2020-07-19T14:59:35.380Z,nn00761407,2.4,0.6,9,
2020-07-19T14:58:53.170Z,ci38598178,8.69,1.02,13,0.61
2020-07-19T14:56:52.900Z,pr2020201004,13,3.58,23,0.65
2020-07-19T14:47:35.280Z,nn00761404,7.3,1.4,13,
2020-07-19T14:45:14.240Z,nn00761401,11.1,1.1,16,
2020-07-19T14:39:42.737Z,ak02098nl9xo,131.5,1.4,,
2020-07-19T14:37:39.790Z,ci38598170,7.04,1.17,15,0.31
2020-07-19T14:36:35.130Z,uw61660546,5.36,0.88,9,0.47
2020-07-19T14:35:01.680Z,ci38598162,8.28,0.64,26,0.41
2020-07-19T14:27:19.345Z,ak02098ninjo,0,0.9,,
2020-07-19T14:22:39.190Z,nn00761398,2.8,0.4,10,
2020-07-19T14:20:34.906Z,ak02098nh6qx,10.8,1,,
2020-07-19T14:20:31.800Z,ci38598154,5.46,0.77,25,0.39
2020-07-19T14:11:39.950Z,nn00761396,1,1.4,11,
2020-07-19T14:05:04.760Z,nn00761395,0.9,0.7,11,
2020-07-19T14:01:24.470Z,nc73428206,2.07,0.16,20,0.22
2020-07-19T13:50:38.060Z,nc73428201,2.39,0.56,7,0.55
2020-07-19T13:50:32.450Z,nc73428196,1.87,1.02,10,0.37
2020-07-19T13:49:40.710Z,ci38598138,10.27,0.46,7,0.22
2020-07-19T13:45:10.250Z,nn00761392,10.5,0.7,10,
2020-07-19T13:45:10.017Z,ak02098n1245,117.7,1.6,,
2020-07-19T13:40:06.980Z,ci38598130,-0.3,1.34,16,0.95
2020-07-19T13:38:57.320Z,nn00761387,0.3,1.4,15,
2020-07-19T13:36:46.520Z,uw61660541,7.93,1.5,32,0.48
2020-07-19T13:33:54.084Z,us7000ar90,5,3.1,,2.8
2020-07-19T13:31:21.770Z,ci38598122,8.57,1.02,10,0.38
2020-07-19T13:26:31.685Z,ak02098mx16o,43.7,1.3,,
2020-07-19T13:24:34.467Z,ak02098mwlyx,18.7,1.5,,
2020-07-19T13:14:40.560Z,nn00761386,0.3,0.8,10,
2020-07-19T13:08:11.430Z,nn00761384,3.9,0.8,13,
2020-07-19T13:07:21.750Z,nn00761381,9.7,1.1,13,
2020-07-19T13:05:20.110Z,nn00761379,0,0.7,9,
2020-07-19T13:05:00.220Z,uw61660536,4.81,0.53,6,0.84
2020-07-19T13:04:45.370Z,ci38598114,6.25,1.31,14,0.69
2020-07-19T13:04:16.230Z,nn00761377,11.2,1.1,11,
2020-07-19T13:00:07.241Z,us7000ar8l,200.97,4.6,,5.4
2020-07-19T12:57:32.510Z,nc73428191,2.03,0.15,26,0.17
2020-07-19T12:55:06.450Z,nn00761374,4.7,1.7,20,
2020-07-19T12:52:26.930Z,nn00761373,4.1,0.5,10,
2020-07-19T12:50:50.930Z,nn00761371,1.9,0.5,11,
2020-07-19T12:48:20.480Z,nc73428186,4.8,0.39,17,0.31
2020-07-19T12:45:55.460Z,mb80451179,6.03,1.72,11,0.35
2020-07-19T12:45:28.700Z,ak02098mfoco,115.9,1,,
2020-07-19T12:43:58.210Z,nn00761368,6.1,0.9,12,
2020-07-19T12:41:22.490Z,nn00761365,5.9,1.5,16,
2020-07-19T12:33:03.950Z,ci38598106,1.61,1.34,17,0.4
2020-07-19T12:30:13.450Z,ci38598098,14.25,0.6,8,0.84
2020-07-19T12:26:11.540Z,uw61660526,75.5,1.39,12,0.93
2020-07-19T12:24:49.167Z,ak02098mb7hz,1.3,1.1,,
2020-07-19T12:22:05.700Z,ci38598090,2.05,0.72,9,0.28
2020-07-19T12:18:29.860Z,ci38598082,13.8,2.14,35,0.4
2020-07-19T12:13:09.804Z,ak02098m8rm5,25.3,2.8,,
2020-07-19T12:09:20.850Z,nn00761357,5,1.5,23,
2020-07-19T12:04:04.710Z,ok2020ocim,5,0.9,20,
2020-07-19T12:04:02.150Z,nc73428171,1.49,0.56,7,0.41
2020-07-19T12:02:19.960Z,ak02098m6fil,94.7,1.4,,
2020-07-19T12:01:32.895Z,us7000ar86,51.43,4.6,,9.2
2020-07-19T12:00:27.350Z,ci38598074,6.97,0.85,17,0.74
2020-07-19T11:48:44.450Z,ci38598066,12.33,0.71,10,0.68
2020-07-19T11:41:19.155Z,ak02098ltcqz,2.4,1.1,,
2020-07-19T11:35:40.011Z,us7000ar82,5,2.2,,1.1
2020-07-19T11:30:18.480Z,uw61660511,6.5,0.61,9,0.51
2020-07-19T11:18:35.760Z,ci38598058,9.72,2.02,23,0.27
2020-07-19T11:00:15.530Z,ak02098lkk41,6.7,0.9,,
2020-07-19T10:57:10.130Z,av62200521,7.22,0.27,7,0.38
2020-07-19T10:50:51.930Z,nn00761347,1.9,1.1,10,
2020-07-19T10:49:53.780Z,nc73428156,2.41,1.24,7,0.7
2020-07-19T10:44:28.530Z,nn00761344,3.7,0.9,12,
2020-07-19T10:44:08.230Z,nc73428151,1.83,0.93,13,0.35
2020-07-19T10:39:09.880Z,ci38598050,3.97,1.49,66,0.18
2020-07-19T10:30:42.250Z,av62200511,7.63,0.96,8,0.3
2020-07-19T10:29:31.550Z,hv72050837,32.70000076,2.26,48,0.53
2020-07-19T10:29:26.920Z,hv72050832,0.439999998,1.9,15,0.37
2020-07-19T10:27:18.870Z,nn00761343,8.6,0.6,10,
2020-07-19T10:26:42.520Z,ci38598042,-0.46,1.2,15,0.64
2020-07-19T10:26:24.930Z,uw61660506,22.8,0.5,11,0.45
2020-07-19T10:20:49.630Z,nn00761341,5.7,1.1,12,
2020-07-19T10:18:38.919Z,ak02098l318a,3.3,2.2,,
2020-07-19T10:16:01.270Z,nn00761338,1.6,1,14,
2020-07-19T10:15:50.849Z,us7000ar7l,32.34,5,,8.6
2020-07-19T10:14:57.990Z,ci38598034,2.84,1.15,45,0.27
2020-07-19T10:07:44.550Z,nc73428141,6.2,3.54,50,0.18
2020-07-19T10:04:53.400Z,ci38598018,7.39,0.55,22,0.25
2020-07-19T10:03:21.830Z,nn00761330,7.4,1.4,15,
2020-07-19T09:50:44.450Z,uw61660501,3.32,0.39,7,0.64
2020-07-19T09:45:07.440Z,ci38598002,3.31,1.21,32,0.37
2020-07-19T09:43:16.130Z,ci38597994,14.33,0.58,25,0.28
2020-07-19T09:42:38.670Z,uu60402552,8.99,1.46,27,0.32
2020-07-19T09:39:13.250Z,ci38597986,4.64,0.74,18,0.4
2020-07-19T09:36:20.950Z,av62200496,7.15,0.11,5,0.35
2020-07-19T09:35:55.460Z,nn00761329,6.4,0.4,10,
2020-07-19T09:30:01.000Z,ak02098kk3au,0.4,2.9,,
2020-07-19T09:29:22.970Z,nc73428136,4.66,0.69,23,0.39
2020-07-19T09:27:46.450Z,hv72050797,35.06000137,1.71000004,36,0.9
2020-07-19T09:26:13.850Z,nn00761326,6.2,1.1,16,
2020-07-19T09:23:19.660Z,pr2020201006,6,3.41,20,2.75
2020-07-19T09:18:34.330Z,nc73428131,3.43,1.22,22,0.22
2020-07-19T09:18:30.734Z,us7000ar6f,5,2.5,,0.8
2020-07-19T09:15:06.250Z,nc73428126,3.77,1.21,20,0.21
2020-07-19T09:10:52.025Z,ak02098kfwvw,0,1.6,,
2020-07-19T09:07:49.510Z,nc73428121,2.12,2.22,85,0.11
2020-07-19T09:05:47.950Z,ak02098ketzf,58.8,1.2,,
2020-07-19T09:00:51.390Z,uw61660491,19.43,0.95,21,0.35
2020-07-19T08:58:02.760Z,pr2020201003,46,3.72,25,3.47
2020-07-19T08:57:08.781Z,us7000ar69,99.95,4.4,,11.2
2020-07-19T08:46:42.400Z,nc73428116,5.46,0.37,12,0.83
2020-07-19T08:38:37.830Z,nn00761320,6.1,0.5,10,
2020-07-19T08:38:07.367Z,us7000ar60,10,2.6,,3.1
2020-07-19T08:32:46.067Z,ak02098jz6ke,17.4,0.9,,
2020-07-19T08:24:38.797Z,ak02098jxga6,16.1,0.7,,
2020-07-19T08:24:21.230Z,nn00761315,6,1.2,17,
2020-07-19T08:20:35.330Z,av62200481,8.16,-0.01,6,0.49
2020-07-19T08:11:48.469Z,ok2020ocav,7.04,0.73,33,
2020-07-19T08:11:46.520Z,nn00761312,12.8,0.9,15,
2020-07-19T08:11:05.730Z,nn00761314,7,0.7,10,
2020-07-19T08:08:29.450Z,uu60402542,9.72,1.33,31,0.24
2020-07-19T08:04:20.940Z,av62200466,4.47,-0.02,7,0.37
2020-07-19T08:03:31.941Z,nn00761307,6.4,3.2,31,
2020-07-19T08:01:24.480Z,av62200461,8.1,-0.19,6,0.41
2020-07-19T07:59:31.280Z,nc73428101,1.89,-0.07,12,0.29
