time,id,depth,mag,nst,error
2020-07-21T10:50:15.387Z,ak0209bwcjac,18.9,2.3,,
2020-07-21T10:44:25.890Z,ci38600506,13.5,0.31,15,0.44
2020-07-21T10:43:51.080Z,ak0209bwb410,13.4,1.8,,
2020-07-21T10:40:58.580Z,mb80451489,11.76,1.81,24,0.47
2020-07-21T10:39:43.020Z,ci38600498,15.04,0.59,22,0.38
2020-07-21T10:20:23.760Z,uu60402842,3.79,0.88,5,0.67
2020-07-21T10:19:26.693Z,ak0209bw5wyl,52,1.2,,
2020-07-21T10:15:00.780Z,hv72053742,31.55999947,1.84000003,30,0.72
2020-07-21T10:13:00.990Z,hv72053737,6.04,2.1,50,0.43
2020-07-21T10:08:07.370Z,uu60402837,3.91,1.1,6,0.51
2020-07-21T10:07:55.148Z,ak0209bw3el6,23.9,2,,
2020-07-21T10:04:16.454Z,ak0209bw2ofo,70.9,1.1,,
2020-07-21T10:01:54.100Z,uu60402832,1.16,0.85,6,0.58
2020-07-21T09:58:51.990Z,nn00761849,6.4,0.7,10,
2020-07-21T09:55:00.460Z,uu60402822,4.63,2.06,17,0.31
2020-07-21T09:44:15.400Z,uu60402817,8.74,3.76,22,0.31
2020-07-21T09:37:50.700Z,ok2020ofur,3.52,0.83,39,
2020-07-21T09:27:10.190Z,hv72053677,0.58,1.12,39,0.48
2020-07-21T09:19:33.110Z,hv72053662,-0.21,1.03,20,0.71
2020-07-21T09:16:07.200Z,ci38600474,6.85,1.81,53,0.26
2020-07-21T09:03:33.450Z,ok2020ofto,7.86,0.72,24,
2020-07-21T08:56:10.180Z,hv72053642,31.53000069,1.97000003,39,0.66
2020-07-21T08:54:25.329Z,us7000as7e,28.76,4.9,,7.6
2020-07-21T08:51:42.180Z,ci38600466,14.77,1.27,35,0.46
2020-07-21T08:43:08.490Z,uu60402812,9.16,0.54,16,0.4
2020-07-21T08:33:24.818Z,ak0209bv21nd,97.7,1.9,,
2020-07-21T08:33:12.660Z,ci38600458,17.58,0.62,18,0.56
2020-07-21T08:32:04.829Z,nn00761837,1.7,1.2,19,
2020-07-21T08:22:53.290Z,ak0209buzqy9,42.3,1.4,,
2020-07-21T08:14:51.280Z,ci38600450,2.22,0.31,7,0.41
2020-07-21T08:12:08.250Z,hv72053617,36.00999832,1.84,48,0.53
2020-07-21T08:04:53.493Z,ak0209buvw2k,0.3,1,,
2020-07-21T08:01:49.570Z,nc73428931,1.5,0.74,19,0.21
2020-07-21T07:51:02.100Z,nn00761834,12.5,1.1,16,
2020-07-21T07:49:44.033Z,us7000as6x,5,3.2,,2.9
2020-07-21T07:45:31.300Z,ci38600442,3.04,0.1,13,0.68
2020-07-21T07:42:49.260Z,nn00761832,2.3,0.3,10,
2020-07-21T07:42:45.360Z,nc73428926,5.77,1.49,11,0.92
2020-07-21T07:34:49.426Z,nn00761831,9,0.8,18,
2020-07-21T07:29:10.370Z,nn00761829,11.3,1.1,12,
2020-07-21T07:27:49.277Z,us7000as6p,35,4.8,,9.2
2020-07-21T07:27:31.290Z,nc73428921,2.72,1.44,19,0.42
2020-07-21T07:22:59.690Z,nc73428916,1.31,0.56,7,0.57
2020-07-21T07:21:57.060Z,ci38600434,9.25,1.57,62,0.23
2020-07-21T07:13:44.719Z,ak0209bucd8n,54.6,1.3,,
2020-07-21T07:06:27.026Z,ak0209buatv2,119.7,1.6,,
2020-07-21T07:02:52.800Z,nc73428911,2.83,0.55,8,0.55
2020-07-21T07:01:52.232Z,ak0209bu9t87,0,1.8,,
2020-07-21T06:51:11.670Z,nn00761825,7.3,0.8,10,
2020-07-21T06:49:45.479Z,us7000as66,102.73,4.3,,6
2020-07-21T06:48:22.620Z,nn00761822,8.9,0.3,11,
2020-07-21T06:48:11.360Z,nc73428906,1.66,0.84,7,1.2
2020-07-21T06:46:29.150Z,av62201736,7.36,1.28,13,0.43
2020-07-21T06:43:01.854Z,ak0209btx9u7,0,2.3,,
2020-07-21T06:38:43.350Z,nc73428901,3.04,0.32,14,0.34
2020-07-21T06:38:22.070Z,ci38600426,16.58,0.71,29,0.39
2020-07-21T06:38:10.790Z,ci38600418,12.18,0.68,9,0.46
2020-07-21T06:37:19.449Z,ok2020ofos,3.74,0.89,41,
2020-07-21T06:35:28.870Z,ci38600410,13.9,0.88,34,0.26
2020-07-21T06:34:55.112Z,us7000as5z,162.35,4.3,,5.6
2020-07-21T06:28:38.290Z,ci38600402,7.07,1.09,14,0.53
2020-07-21T06:26:47.469Z,ok2020ofoj,5.93,0.82,54,
2020-07-21T06:23:32.180Z,ci37450869,9.65,0.36,7,0.34
2020-07-21T06:23:04.570Z,ci38600394,7.25,0.95,18,0.16
2020-07-21T06:18:49.202Z,us7000as5w,10,4.9,,8.5
2020-07-21T06:16:27.750Z,nn00761820,6.4,1.2,12,
2020-07-21T06:14:18.540Z,ci38600386,5.67,0.44,11,0.52
2020-07-21T06:11:34.040Z,ci38600378,6.14,0.4,16,0.29
2020-07-21T06:04:24.640Z,nc73428896,2.01,0.99,21,0.21
2020-07-21T06:01:32.920Z,nc73428891,2.93,0.55,14,0.3
2020-07-21T06:01:14.670Z,nn00761818,6.8,0.3,10,
2020-07-21T05:59:18.568Z,nn00761814,7.3,2,24,
2020-07-21T05:53:30.390Z,ci38600362,9.41,0.39,12,1.28
2020-07-21T05:47:58.760Z,hv72053507,-1.86,1.27,41,0.37
2020-07-21T05:45:22.304Z,nn00761807,2.4,1.9,27,
2020-07-21T05:40:25.090Z,uu60402797,-1.57,2.09,10,0.7
2020-07-21T05:32:32.610Z,ci38600346,5.88,0.29,12,0.37
2020-07-21T05:30:46.880Z,nn00761803,10.1,1.4,19,
2020-07-21T05:29:47.580Z,ak0209bt8xq3,55.6,2,,
2020-07-21T05:26:39.910Z,ci38600338,13.58,0.78,22,0.4
2020-07-21T05:25:22.099Z,ak0209bt80vh,80.3,1.7,,
2020-07-21T05:23:40.240Z,ci38600330,8.77,0.97,16,0.2
2020-07-21T05:20:00.120Z,ci38600322,9.67,0.23,8,0.24
2020-07-21T05:18:46.620Z,mb80451464,14.33,1.67,15,0.53
2020-07-21T05:17:12.025Z,us7000as58,131.26,4,,4.9
2020-07-21T05:15:06.100Z,nn00761801,11.2,0.8,11,
2020-07-21T05:13:11.170Z,ci38600314,6.49,0.23,16,0.29
2020-07-21T05:11:56.710Z,ci38600306,7.62,1.76,26,0.25
2020-07-21T05:07:13.570Z,ci38600298,7.63,1.12,15,0.26
2020-07-21T05:06:29.560Z,ci38600290,6.66,1.25,19,0.24
2020-07-21T05:05:55.700Z,nn00761797,9.8,1.1,16,
2020-07-21T05:03:24.780Z,ci38600282,4.91,0.59,13,0.24
2020-07-21T05:02:06.940Z,ci38600274,14.15,0.56,17,0.5
2020-07-21T04:43:56.700Z,nn00761794,4,0.4,8,
2020-07-21T04:38:09.453Z,ak0209bspclt,1,1,,
2020-07-21T04:35:36.530Z,pr2020203000,13,1.79,21,0.62
2020-07-21T04:34:00.520Z,ak0209bsodvp,0.8,0.4,,
2020-07-21T04:33:43.070Z,nn00761793,1.9,1.1,11,
2020-07-21T04:33:40.980Z,ci38600258,0.94,1.13,16,0.51
2020-07-21T04:33:14.590Z,uu60402792,-1.71,1.74,8,0.66
2020-07-21T04:22:54.390Z,nn00761792,2.7,0.5,10,
2020-07-21T04:17:02.850Z,nn00761791,13.1,0.9,11,
2020-07-21T04:16:13.005Z,ak0209bskn4j,1,1.1,,
2020-07-21T04:14:54.230Z,ci38600250,14.43,0.28,18,0.19
2020-07-21T04:08:43.680Z,nn00761789,14.5,1,12,
2020-07-21T04:04:13.080Z,ci38600226,14.55,0.71,24,0.38
2020-07-21T04:03:38.376Z,us7000as4r,39.11,3.5,,3.6
2020-07-21T03:59:23.650Z,ci38600218,10.93,1.31,14,0.46
2020-07-21T03:58:04.730Z,nc73428876,5.23,0.37,13,0.55
2020-07-21T03:54:51.140Z,ci38600210,3.94,0.83,9,0.37
2020-07-21T03:54:17.059Z,ok2020ofjj,6.79,1.58,63,
2020-07-21T03:53:17.280Z,nn00761786,2.4,0.8,13,
2020-07-21T03:52:29.270Z,uw61660981,7.74,0.67,11,0.9
2020-07-21T03:47:25.440Z,nn00761785,1.9,0.7,12,
2020-07-21T03:46:41.310Z,ok2020ofjc,16.01,0.96,27,
2020-07-21T03:46:10.856Z,ak0209bs5mu5,23.4,1.5,,
2020-07-21T03:45:20.281Z,ak0209bs5fu3,0,2,,
2020-07-21T03:36:05.501Z,us7000as4c,10,2.9,,2.2
2020-07-21T03:31:22.160Z,hv72053322,31.85000038,1.90999997,40,0.8
2020-07-21T03:31:21.750Z,ci38600186,13.34,0.79,22,0.4
2020-07-21T03:28:59.250Z,nn00761783,1.9,0.6,10,
2020-07-21T03:23:59.355Z,ak0209bs0t3w,15.1,2.1,,
2020-07-21T03:19:40.920Z,ci38600170,14.2,1.02,12,0.54
2020-07-21T03:19:19.010Z,ci38600162,11.74,0.59,24,0.47
2020-07-21T03:14:28.560Z,ci38600154,5.5,0.47,17,0.45
2020-07-21T03:05:27.320Z,ci38600146,15.62,0.7,20,0.42
2020-07-21T02:54:05.560Z,ci38600138,5.7,1.04,44,0.22
2020-07-21T02:52:57.470Z,ci38600122,5.21,0.45,10,0.17
2020-07-21T02:49:43.750Z,nc73428871,0.97,0.95,19,0.24
2020-07-21T02:47:04.244Z,ak0209brkefs,0,2.3,,
2020-07-21T02:40:15.880Z,ci38600114,5.73,1.63,10,2.05
2020-07-21T02:39:30.520Z,ci38600106,14.13,1.07,38,0.35
2020-07-21T02:38:12.310Z,ci38600098,12.96,0.75,30,0.37
2020-07-21T02:38:01.390Z,ci38600090,14.2,0.79,24,0.34
2020-07-21T02:36:18.820Z,nc73428866,4.22,1.63,24,0.37
2020-07-21T02:33:24.010Z,ci38600082,14.93,1.5,48,0.23
2020-07-21T02:32:03.400Z,ci38600074,14.38,1.1,41,0.26
2020-07-21T02:28:25.230Z,ci38600066,5.24,0.65,26,0.2
2020-07-21T02:18:03.560Z,nc73428861,10.09,1.25,11,0.43
2020-07-21T02:12:34.491Z,us7000as3t,160.4,4.3,,9.5
2020-07-21T02:10:00.130Z,ci38600058,15.32,1.03,29,0.38
2020-07-21T02:09:40.590Z,ci38600050,14.96,1.08,43,0.28
2020-07-21T02:04:37.510Z,hv72053217,1.379999995,2.07999992,16,0.2
2020-07-21T01:51:58.322Z,ak0209bqzvms,4.2,0.5,,
2020-07-21T01:48:48.970Z,uw61660961,9.42,0.26,11,0.73
2020-07-21T01:39:30.931Z,us7000as3d,5,3.1,,1.4
2020-07-21T01:37:47.019Z,ak0209bqwwwp,0,2.7,,
2020-07-21T01:33:57.529Z,us7000as36,33.1,4.1,,8.5
2020-07-21T01:29:28.580Z,nn00761773,0.6,0.7,8,
2020-07-21T01:26:54.390Z,ci38600026,6.63,0.17,21,0.24
2020-07-21T01:26:33.720Z,nc73428856,5.26,0.68,13,0.21
2020-07-21T01:26:13.850Z,us7000as34,35,4.7,,7.1
2020-07-21T01:24:23.250Z,nc73428851,5.62,0.56,9,0.37
2020-07-21T01:18:26.063Z,ak0209bqssr2,19.7,1.5,,
2020-07-21T01:15:29.140Z,nc73428846,0.9,0.56,8,0.45
2020-07-21T01:08:35.723Z,ak0209bqqoc8,9.4,1.2,,
2020-07-21T01:07:35.336Z,us7000as2z,10,2.6,,2.2
2020-07-21T01:06:25.490Z,nn00761771,8.6,0.9,12,
2020-07-21T01:03:06.800Z,ci38600010,14.8,0.52,8,1.31
2020-07-21T00:52:35.160Z,hv72053132,-0.52,1.21,14,0.49
2020-07-21T00:48:35.246Z,ak0209bqdtc1,19.6,1.7,,
2020-07-21T00:46:05.730Z,hv72053127,32.49000168,2.13000011,35,0.52
2020-07-21T00:40:38.040Z,nn00761768,6.7,0.9,12,
2020-07-21T00:39:34.790Z,nc73428841,5.99,0.28,16,0.34
2020-07-21T00:38:02.110Z,nn00761766,9.9,1.3,13,
2020-07-21T00:32:52.050Z,nc73428836,6.26,0.44,19,0.29
2020-07-21T00:28:24.080Z,uu60402787,-3.39,2.27,22,0.73
2020-07-21T00:25:05.230Z,uu60402782,-1.71,1.71,9,0.63
2020-07-21T00:22:13.190Z,hv72053112,31.05,2.26,50,0.59
2020-07-21T00:22:00.311Z,us7000as2t,123.63,4.3,,6.6
2020-07-21T00:16:09.590Z,nc73428831,22.68,2.56,30,0.53
2020-07-21T00:14:26.580Z,ak0209bq6ibt,35.1,2.1,,
2020-07-21T00:13:58.530Z,nc73428826,23.41,2.65,29,0.52
2020-07-21T00:13:51.098Z,nn00761760,7.6,1.8,20,
2020-07-20T23:58:41.800Z,us7000as2h,44.16,4.8,,10.9
2020-07-20T23:56:03.529Z,ak0209agl310,1.8,2.1,,
2020-07-20T23:51:41.580Z,nn00761756,11.3,1,15,
2020-07-20T23:51:03.030Z,uw61660956,1.03,0.26,10,0.34
2020-07-20T23:48:46.770Z,ok2020ofbg,7.01,1.13,22,
2020-07-20T23:37:09.490Z,nc73428816,1.45,-0.28,11,0.24
2020-07-20T23:23:10.773Z,nn00761751,9.3,1.9,26,
2020-07-20T23:07:11.041Z,us7000as1t,67.8,5.1,,9.4
2020-07-20T22:53:39.400Z,nc73428791,1.33,0.55,10,0.3
2020-07-20T22:52:49.410Z,us7000as23,10,4.5,,6.5
2020-07-20T22:50:04.945Z,us7000as1d,10,2.6,,1.4
2020-07-20T22:43:54.250Z,nn00761743,8.1,1.8,16,
2020-07-20T22:36:52.270Z,ci38599930,5.29,1.48,13,0.38
2020-07-20T22:35:03.710Z,pr2020202005,6,2.13,9,0.72
2020-07-20T22:35:01.540Z,nc73428771,16.09,1.77,12,0.47
2020-07-20T22:32:30.910Z,nc73428766,4.75,1.04,11,0.43
2020-07-20T22:26:12.199Z,nn00761742,9.2,1.2,16,
2020-07-20T22:18:40.120Z,nc73428756,7.01,2.08,11,0.39
2020-07-20T22:07:08.720Z,ci38599898,12.78,1.46,20,0.48
2020-07-20T22:04:38.790Z,nn00761739,15,1.4,8,
2020-07-20T22:01:53.080Z,ci38599882,13.57,3.6,92,0.2
2020-07-20T22:00:41.180Z,nc73428741,2.99,-0.01,11,0.34
2020-07-20T21:55:17.210Z,nc73428736,-0.54,1.88,25,0.48
2020-07-20T21:51:59.293Z,ak0209afd9it,82.1,2,,
2020-07-20T21:40:25.990Z,nn00761736,3.6,1.6,19,
2020-07-20T21:38:48.560Z,pr2020202004,7,3.06,23,0.48
2020-07-20T21:38:18.784Z,us7000arzz,261.79,4.4,,11.5
2020-07-20T21:37:32.330Z,ci38599850,0.09,1.72,21,0.32
2020-07-20T21:34:14.404Z,us7000arzp,229.9,3.9,,10.5
2020-07-20T21:33:04.230Z,nn00761732,7.5,1.1,13,
2020-07-20T21:31:58.540Z,ci38599834,8.22,1.09,15,0.29
2020-07-20T21:31:07.730Z,uw61660926,21.25,0.67,5,1.2
2020-07-20T21:30:38.035Z,ak0209af8pvv,0,2,,
2020-07-20T21:30:35.530Z,nn00761729,10,1.3,16,
2020-07-20T21:19:41.310Z,uw61660921,-0.51,1.96,12,2.41
2020-07-20T21:18:44.970Z,ci38599818,4.8,0.89,12,0.5
2020-07-20T21:13:25.759Z,ak0209af51r3,6.7,1.8,,
2020-07-20T21:08:42.060Z,ci38599786,5.51,0.55,14,0.3
2020-07-20T21:07:22.649Z,ok2020oevy,6.3,1.48,47,
2020-07-20T21:06:53.010Z,ci38599778,13.87,0.96,27,0.26
2020-07-20T21:06:30.970Z,uu60402742,8.11,0.61,9,0.48
2020-07-20T20:58:27.142Z,us7000aryk,4.97,2.5,,1.4
2020-07-20T20:57:18.620Z,uu60402737,-1.56,1.67,8,0.57
2020-07-20T20:50:55.210Z,nc73428731,4.65,1.54,19,0.51
2020-07-20T20:42:55.960Z,nn00761724,6.1,1,10,
2020-07-20T20:39:51.200Z,hv72052897,32.54000092,2,41,0.62
2020-07-20T20:37:14.200Z,nc73428726,2.56,0.37,14,0.28
2020-07-20T20:33:52.981Z,us7000arwu,35,4.5,,7.3
2020-07-20T20:21:05.390Z,nc73428721,3.93,0.43,15,0.43
2020-07-20T20:14:55.480Z,nn00761720,6.8,1.2,14,
2020-07-20T20:14:06.950Z,nn00761719,1.4,1.2,12,
2020-07-20T20:10:38.390Z,ci38599674,6.42,1.09,46,0.2
2020-07-20T20:05:31.971Z,us7000arvz,93.35,4.5,,7.7
2020-07-20T20:02:22.220Z,nn00761715,9.2,1.5,13,
2020-07-20T19:58:34.470Z,ci38599642,2.56,1,13,0.33
2020-07-20T19:47:59.635Z,nn00761709,10.2,2,23,
2020-07-20T19:45:42.060Z,ci38599626,4.83,1.84,17,0.62
2020-07-20T19:35:33.729Z,ok2020oesx,7,1.58,52,
2020-07-20T19:30:47.050Z,nn00761704,12.3,0.7,10,
2020-07-20T19:30:07.431Z,us7000aruh,136.58,4.2,,6.7
2020-07-20T19:28:44.130Z,ci38599610,10.54,1.02,13,0.53
2020-07-20T19:28:00.094Z,us7000arue,50.1,2.8,,10.1
2020-07-20T19:21:39.528Z,us7000aru9,10,4.9,,8
2020-07-20T19:21:04.240Z,uu60402717,-1.45,1.4,8,0.45
2020-07-20T19:20:31.143Z,ak0209adznzy,74.7,1.4,,
2020-07-20T19:19:55.260Z,ci38599602,3.38,1.3,24,0.47
2020-07-20T19:19:48.940Z,nc73428701,3.48,1.61,22,0.44
2020-07-20T19:19:40.722Z,ak0209adzhzs,0,1.7,,
2020-07-20T19:18:40.450Z,ci38599586,5.75,1.36,19,0.2
2020-07-20T19:09:20.033Z,ak0209adxb90,0,1.4,,
2020-07-20T19:07:27.100Z,nn00761701,11.3,0.9,12,
2020-07-20T19:07:04.580Z,nc73428696,1.85,0.14,21,0.21
2020-07-20T19:05:45.380Z,ci38599578,9.74,0.91,33,0.26
2020-07-20T19:04:50.546Z,ak0209adwb0d,0,2.4,,
2020-07-20T19:03:45.910Z,ci38599570,11.86,0.92,24,0.37
2020-07-20T19:02:56.560Z,uw61660886,-0.9,1.24,8,7.31
2020-07-20T19:02:32.200Z,mb80451404,-2,1.48,15,0.41
2020-07-20T19:01:25.160Z,uu60402712,1.38,0.76,9,0.99
2020-07-20T18:49:59.140Z,ci38599522,15.86,0.95,36,0.28
2020-07-20T18:40:14.066Z,ak0209adii7e,0,2,,
2020-07-20T18:40:03.439Z,ok2020oerb,5.12,1.32,48,
2020-07-20T18:33:17.516Z,us7000arsj,10,4.2,,6.1
2020-07-20T18:25:29.792Z,us7000arsa,189.06,4.2,,7.8
2020-07-20T18:21:51.022Z,nn00761695,0,1.4,8,
2020-07-20T18:21:39.155Z,nn00761698,4.7,1.3,4,
2020-07-20T18:20:46.730Z,nn00761694,3.4,1.3,13,
2020-07-20T18:15:48.690Z,nn00761691,1.8,1.1,12,
2020-07-20T18:14:07.509Z,ok2020oeqf,7.6,2.32,80,
2020-07-20T18:12:40.213Z,ak0209adcjse,3.7,1.1,,
2020-07-20T18:07:34.250Z,nc73428686,1.7,0.56,12,0.28
2020-07-20T18:04:11.320Z,ci38599458,11.16,0.97,40,0.32
2020-07-20T17:57:36.940Z,nc73428676,3.11,0.79,14,0.35
2020-07-20T17:48:42.340Z,nc73428666,2.37,1.23,32,0.26
2020-07-20T17:41:06.140Z,nc73428661,1.09,0.15,17,0.17
2020-07-20T17:33:47.360Z,nc73428656,1.57,0.11,16,0.21
2020-07-20T17:30:02.908Z,us7000arr4,72.43,4.7,,8.1
2020-07-20T17:28:13.460Z,ci38599426,1.23,1.37,20,0.22
2020-07-20T17:22:18.120Z,mb80451399,5.09,2.33,11,0.46
2020-07-20T17:14:24.570Z,ci38599402,9.15,0.78,11,0.27
2020-07-20T17:04:28.920Z,nc73428636,-0.2,0.76,7,0.3
2020-07-20T17:00:01.660Z,nn00761684,10.8,1.2,16,
2020-07-20T16:57:08.870Z,nn00761682,0.9,0.5,11,
2020-07-20T16:56:43.280Z,ci38599378,7.08,0.78,11,0.33
2020-07-20T16:47:59.890Z,nn00761678,1.5,0.9,11,
2020-07-20T16:38:00.769Z,us7000arnr,5,3.2,,1
2020-07-20T16:35:41.590Z,nn00761676,7,1.5,13,
2020-07-20T16:25:31.004Z,us7000arnq,10,4.9,,7.9
2020-07-20T16:19:28.530Z,nc73428631,18.21,1.77,11,1.17
2020-07-20T16:18:51.393Z,ak0209ac70a4,51.5,2.2,,
2020-07-20T16:04:55.910Z,nc73428626,11.88,0.81,9,0.47
2020-07-20T16:02:45.850Z,ok2020oelw,6.75,2.05,57,
2020-07-20T16:00:30.750Z,ci38599298,9.03,1.64,40,0.33
2020-07-20T16:00:05.530Z,uu60402697,-1.11,1.64,8,0.61
2020-07-20T15:54:57.070Z,ak0209abtawb,13.3,1.3,,
2020-07-20T15:54:09.339Z,ak0209abt2ug,24.4,0.8,,
2020-07-20T15:44:25.740Z,ci38599250,7.71,1.05,17,0.47
2020-07-20T15:40:34.550Z,ci38599234,6.75,0.52,18,0.47
2020-07-20T15:36:08.320Z,us7000arrq,10,2.5,,4.1
2020-07-20T15:33:18.170Z,nc73428621,3.21,2.37,33,0.37
2020-07-20T15:31:13.140Z,uu60402692,-1.79,1.48,9,0.66
2020-07-20T15:23:26.150Z,nn00761668,2.4,0.8,10,
2020-07-20T15:16:45.061Z,ak0209abl4rv,57.3,1.6,,
2020-07-20T15:16:35.160Z,nn00761664,2.3,1,14,
2020-07-20T15:15:45.810Z,nn00761662,1.7,0.6,10,
2020-07-20T15:09:20.189Z,ak0209abjktu,27.3,1.5,,
2020-07-20T15:09:13.500Z,hv72052532,-0.800000012,1.96,14,0.77
2020-07-20T14:57:37.970Z,nc73428616,2.52,1.48,7,0.46
2020-07-20T14:49:46.220Z,nn00761659,14.2,0.7,13,
2020-07-20T14:49:44.650Z,ci38599162,0.77,1.13,12,0.41
2020-07-20T14:47:00.818Z,ak0209ab68yv,1,1.6,,
2020-07-20T14:43:00.980Z,nn00761658,5.4,0.7,10,
2020-07-20T14:33:57.940Z,nn00761656,8.7,0.3,12,
2020-07-20T14:29:33.927Z,nn00761654,0,1.2,18,
2020-07-20T14:26:31.190Z,nn00761652,3.4,0.7,9,
2020-07-20T14:23:23.660Z,nc73428606,26.75,2.15,18,0.76
2020-07-20T14:14:37.424Z,ak0209aaz94u,20,1.2,,
2020-07-20T14:12:50.130Z,hv72052472,32.54999924,2.00999999,32,0.54
2020-07-20T14:09:27.443Z,us7000arm4,8.27,2.9,,9.1
2020-07-20T14:02:21.218Z,ak0209aawn4f,0,2,,
2020-07-20T13:56:33.434Z,nn00761648,3.3,1.6,25,
2020-07-20T13:45:47.260Z,nn00761647,8.5,1.1,10,
2020-07-20T13:41:42.253Z,ak0209aajm1q,68.3,1.9,,
2020-07-20T13:22:23.979Z,ak0209aafi8j,0,1.4,,
2020-07-20T13:18:26.640Z,nn00761646,1.9,1,12,
2020-07-20T13:14:37.292Z,ak0209aadtip,0,1.8,,
2020-07-20T13:08:49.960Z,nn00761644,5.4,0.7,12,
2020-07-20T13:01:15.177Z,ak0209aaazi4,87.8,2,,
2020-07-20T12:45:33.060Z,nm60321716,16.2,2.25,51,0.49
2020-07-20T12:43:48.280Z,nn00761643,4.6,0.8,10,
2020-07-20T12:40:32.119Z,ak0209a9xy4s,18,1,,
2020-07-20T12:39:47.320Z,nn00761640,7.5,1.2,14,
2020-07-20T12:38:29.270Z,nn00761638,13.7,1.2,15,
2020-07-20T12:36:54.940Z,ci38599042,10.1,0.55,12,0.52
2020-07-20T12:34:12.676Z,ak0209a9wmc3,72.5,1.2,,
2020-07-20T12:32:56.860Z,hv72052352,33.52000046,2.1400001,49,0.62
2020-07-20T12:31:55.602Z,ak0209a9w2i0,9,1.2,,
2020-07-20T12:21:06.920Z,nn00761636,6.9,1.1,10,
2020-07-20T12:20:52.230Z,ci38599018,1.66,1.1,15,0.26
2020-07-20T12:18:00.090Z,ci38599010,4.12,0.64,6,0.36
2020-07-20T12:16:24.590Z,ci38599002,7.37,1.46,50,0.26
2020-07-20T12:06:30.830Z,ak0209a9qnoo,6.1,1.5,,
2020-07-20T12:02:38.860Z,ci38598994,0.25,0.59,6,0.98
2020-07-20T11:57:27.023Z,nn00761629,6.4,1.9,23,
2020-07-20T11:52:16.720Z,nn00761628,4.8,0.1,10,
2020-07-20T11:49:24.820Z,nn00761626,12.7,0.7,11,
2020-07-20T11:48:53.277Z,us7000arj5,157.68,4.7,,6.3
2020-07-20T11:34:01.040Z,ci38598986,3.11,1.4,13,0.67
2020-07-20T11:33:28.100Z,nn00761625,5.5,1,11,
2020-07-20T11:32:40.420Z,nn00761624,17.4,0.6,9,
2020-07-20T11:32:37.653Z,ak0209a9at7i,4.1,3.3,,
2020-07-20T11:29:09.530Z,av62201181,3.07,-0.36,4,0.63
2020-07-20T11:27:02.330Z,nn00761622,9,0.9,12,
2020-07-20T11:22:02.379Z,us7000ariv,113.58,4.6,,8.9
2020-07-20T11:19:11.880Z,nn00761619,5.8,1.1,18,
2020-07-20T11:11:27.460Z,nn00761616,7.4,1.1,17,
2020-07-20T11:07:12.789Z,ak0209a95edt,0,1.8,,
2020-07-20T11:05:04.550Z,nn00761613,0.8,0.5,10,
2020-07-20T11:00:26.110Z,ci38598978,10.43,0.71,26,0.23
2020-07-20T10:55:53.870Z,hv72052237,31.87999916,1.87,32,0.71
2020-07-20T10:53:27.150Z,mb80451329,8.6,2.34,10,0.94
2020-07-20T10:53:09.150Z,ci38598970,8.7,0.57,9,0.43
2020-07-20T10:30:37.780Z,nc73428596,4.57,0.28,12,0.64
2020-07-20T10:30:05.600Z,ci38598962,14.67,0.52,10,1.05
2020-07-20T10:28:56.160Z,nn00761610,11.7,1.5,17,
2020-07-20T10:27:15.400Z,nn00761609,0.5,0.8,11,
2020-07-20T10:22:52.540Z,nc73428591,2.91,0.7,8,0.56
2020-07-20T10:17:23.230Z,nn00761607,8.3,0.7,13,
2020-07-20T10:17:10.525Z,ak0209a8m3sc,30.2,1.6,,
2020-07-20T10:14:14.400Z,ok2020oeaj,6,1.9,60,
2020-07-20T10:09:40.000Z,ci38598954,8.16,0.69,9,0.54
2020-07-20T10:04:06.210Z,ci38598946,3.1,0.86,10,0.28
2020-07-20T10:02:13.480Z,nc73428581,8.39,0.32,8,0.52
2020-07-20T09:59:29.620Z,nn00761605,9.3,0.6,11,
2020-07-20T09:44:29.730Z,hv72052177,1.679999948,1.85,33,0.46
2020-07-20T09:38:37.900Z,nn00761603,0.1,0.7,11,
2020-07-20T09:34:54.050Z,ci38598938,5.95,0.68,12,0.39
2020-07-20T09:31:38.590Z,nc73428576,4.14,1.36,19,0.52
2020-07-20T09:30:42.270Z,nn00761599,5.2,0.8,8,
2020-07-20T09:25:59.830Z,mb80451299,9.03,2.22,20,0.9
2020-07-20T09:23:31.690Z,nc73428571,4.81,2.98,38,0.25
2020-07-20T09:18:34.645Z,us7000arhr,48.44,4.5,,13.4
2020-07-20T09:17:04.990Z,nn00761594,8.1,0.7,9,
2020-07-20T09:15:34.270Z,nn00761592,5.2,1,15,
2020-07-20T09:10:04.050Z,ci38598906,5.97,0.24,12,0.38
2020-07-20T09:09:13.750Z,nc73428566,4.19,1.66,26,0.43
2020-07-20T09:08:29.390Z,nc73428561,3.51,0.77,19,0.28
2020-07-20T09:07:33.271Z,us7000arhi,34.98,4.9,,11.7
2020-07-20T09:06:48.000Z,nn00761587,6.4,1.3,16,
2020-07-20T09:03:20.489Z,ak0209a7xoxh,1.2,1.3,,
2020-07-20T08:58:42.120Z,uu60402677,0.82,0.57,6,2.39
2020-07-20T08:51:16.204Z,us7000arha,10,2.5,,2
2020-07-20T08:47:39.735Z,nn00761585,8,1.3,17,
2020-07-20T08:45:50.370Z,ci38598898,15.04,1.27,17,0.52
2020-07-20T08:45:17.930Z,hv72052107,5.68,2.47,53,0.26
